id,startdate,submitdate,lastpage,treatment,willingnessjobrec1,willingnessjobrec2,paffect1,paffect2,paffect3,paffect4,paffect5,paffect6,naffect1,naffect2,naffect3,naffect4,naffect5,naffect6,turnover1,turnover2,turnover3,prosocialimpact1,prosocialimpact2,prosocialimpact3,manipulationcheck,taskvariety1,taskvariety2,taskvariety3,taskvariety4,taskvariety5,taskanalyz1,taskanalyz2,taskanalyz3,taskanalyz4,attention1,autonomy1,autonomy2,autonomy3,beneficiaries1,beneficiaries2,attention2,manager,gender,yearbirth,educator,sector,subsector,atwork,duration_treatment_general,duration_treatment_prosocial,duration_treatment_societal
208,2017-12-12T03:32:31Z,2017-12-12T03:39:34Z,11,2,3,3,4,4,4,4,4,5,5,4,4,5,4,3,4,5,6,5,5,5,1,4,4,4,4,4,4,4,4,4,3,5,4,5,5,5,1,0,1,1981,1,1,1,0,189.81,,
209,2017-12-12T03:36:21Z,2017-12-12T03:49:55Z,11,4,1,4,4,4,3,2,3,3,3,1,5,1,2,1,7,5,1,6,6,6,3,3,4,4,3,3,4,5,4,4,3,3,3,3,7,6,7,0,0,1986,1,1,2,0,,,538.45
210,2017-12-12T03:47:26Z,2017-12-12T03:52:48Z,11,2,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,2,5,5,5,5,5,5,5,5,5,3,3,2,3,7,7,1,0,1,1985,1,1,1,1,66.35,,
211,2017-12-12T03:55:43Z,2017-12-12T04:02:13Z,11,2,2,4,6,6,6,6,5,6,2,2,2,2,2,2,6,5,3,5,5,6,1,3,3,3,3,3,3,4,3,3,3,5,5,4,6,6,1,0,0,1983,1,1,2,0,97.01,,
212,2017-12-12T03:57:04Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2017-12-12T04:09:36Z,2017-12-12T04:16:27Z,11,2,4,2,4,5,5,4,5,5,3,2,2,2,2,2,6,2,2,6,6,6,,3,2,2,3,2,4,3,3,3,3,5,5,5,6,6,1,2,1,1981,1,2,1,0,127.76,,
214,2017-12-12T04:13:13Z,2017-12-12T04:25:02Z,11,4,4,1,6,7,6,7,7,6,1,1,1,1,1,1,7,1,1,6,5,6,2,3,2,2,3,2,3,3,4,4,3,4,5,5,6,5,1,0,1,1991,1,1,1,0,,,316.85
215,2017-12-12T04:23:05Z,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2017-12-12T04:27:46Z,2017-12-12T04:42:07Z,11,2,5,2,6,6,7,7,5,6,1,1,1,1,1,1,1,1,2,7,7,6,1,2,2,2,3,3,3,4,4,4,3,5,6,5,3,2,1,2,1,1991,0,3,5,0,255.3,,
217,2017-12-12T04:31:40Z,2017-12-12T04:38:23Z,11,3,4,2,6,6,6,6,5,6,1,1,1,1,1,1,6,2,2,6,6,6,2,2,3,3,3,3,4,4,4,4,3,6,6,6,6,6,1,0,1,1984,1,3,1,1,,202.07,
218,2017-12-12T04:35:21Z,2017-12-12T04:41:08Z,11,3,4,2,6,6,6,6,6,6,1,1,1,1,1,1,7,2,1,6,6,6,2,4,4,4,4,4,4,4,4,4,3,5,5,5,7,7,1,0,1,1988,1,1,1,0,,103.7,
219,2017-12-12T04:38:31Z,2017-12-12T04:50:52Z,11,3,3,3,5,5,4,4,4,5,2,1,2,2,1,1,4,4,5,5,5,6,2,2,3,3,3,3,3,4,4,3,3,4,5,5,2,2,1,0,1,1970,1,1,4,0,,462.34,
220,2017-12-12T04:49:26Z,2017-12-12T04:56:10Z,11,2,5,1,6,6,6,6,2,6,1,1,1,1,1,1,7,1,1,7,7,7,1,3,4,4,4,4,4,4,4,4,3,6,6,6,6,6,1,0,1,1977,1,1,2,0,104.44,,
221,2017-12-12T10:18:48Z,2017-12-12T10:25:48Z,11,2,2,4,4,4,5,3,3,4,5,3,3,2,2,2,1,7,7,5,6,5,1,5,5,5,4,4,3,4,3,3,3,3,5,5,6,6,1,0,0,1986,1,1,1,0,158.06,,
222,2017-12-12T10:24:52Z,2017-12-12T10:28:37Z,11,1,4,4,6,6,6,6,5,5,3,6,3,2,2,3,2,1,2,5,6,5,,4,3,3,4,4,4,4,4,5,3,6,5,3,5,5,1,1,0,1990,0,3,4,1,,,
223,2017-12-12T11:01:06Z,2017-12-12T11:09:43Z,11,3,4,3,5,6,5,6,4,5,2,1,2,,1,1,3,5,6,6,6,7,3,4,4,3,3,4,4,5,5,4,3,3,4,4,7,6,1,0,0,1992,1,1,2,0,,157.51,
224,2017-12-12T13:29:14Z,2017-12-12T13:36:17Z,11,3,4,4,5,5,5,5,2,5,1,1,1,1,1,1,6,2,6,6,6,6,2,3,3,3,3,3,4,4,4,4,3,6,6,6,6,6,1,1,1,1953,1,1,3,1,,210.04,
225,2017-12-12T13:51:42Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2017-12-12T13:58:26Z,2017-12-12T14:06:32Z,11,4,5,1,7,7,7,7,7,2,1,1,1,1,1,1,7,1,1,7,7,7,3,3,3,3,3,3,4,5,4,5,3,2,2,2,7,7,1,0,1,1981,0,1,1,0,,,147.94
227,2017-12-12T14:07:38Z,2017-12-12T14:16:17Z,11,3,4,1,6,6,5,5,6,6,1,1,1,1,1,2,6,2,2,5,6,6,2,3,5,4,4,4,3,4,3,5,3,6,7,6,6,7,1,1,0,1972,1,3,1,1,,163.16,
228,2017-12-12T14:23:32Z,2017-12-12T14:34:08Z,11,3,5,1,7,7,7,7,6,7,1,1,1,1,1,1,7,1,1,7,7,7,2,2,3,3,3,3,4,5,4,4,3,6,6,7,7,7,1,0,1,1961,1,1,1,0,,314.85,
229,2017-12-12T14:26:55Z,2017-12-12T14:42:46Z,11,4,5,1,7,7,7,6,6,6,1,1,1,,1,1,7,1,1,7,7,7,3,2,2,2,2,2,3,3,3,2,3,6,6,6,7,7,1,1,1,1965,1,3,5,0,,,479.74
230,2017-12-12T14:31:30Z,2017-12-12T14:36:25Z,11,1,2,4,3,4,5,3,2,5,5,2,2,2,3,2,6,2,2,5,5,5,,3,3,3,3,3,4,4,3,4,3,5,5,5,3,6,1,0,0,1969,1,1,2,0,,,
231,2017-12-12T14:42:47Z,2017-12-12T14:51:02Z,11,4,4,2,4,3,3,4,3,3,5,2,5,3,,2,7,2,6,6,6,5,3,3,3,3,4,4,3,4,4,4,3,6,6,5,2,2,1,0,1,1973,1,1,3,1,,,240.73
232,2017-12-12T14:45:03Z,2017-12-12T14:55:10Z,11,4,3,3,5,5,5,5,5,5,2,2,2,2,1,1,3,3,3,5,5,5,1,3,3,2,3,2,3,3,3,4,3,5,5,5,5,5,7,1,1,1962,0,3,2,0,,,268.88
233,2017-12-12T14:56:50Z,2017-12-12T15:01:40Z,11,2,5,1,7,7,6,6,6,5,1,1,1,1,1,1,7,1,2,7,7,7,2,2,2,2,2,1,4,5,5,5,3,6,7,7,7,7,1,2,0,1978,1,2,5,1,103.36,,
234,2017-12-12T14:59:40Z,2017-12-12T15:04:41Z,11,2,4,2,6,6,6,6,5,5,1,1,1,1,1,1,2,2,2,6,6,6,1,1,1,1,2,2,3,3,3,3,3,7,7,7,7,7,1,0,1,1965,1,3,4,0,134.98,,
235,2017-12-12T15:11:26Z,2017-12-12T15:14:38Z,11,1,2,4,6,6,6,6,5,5,1,1,1,1,1,1,6,2,3,6,6,6,,3,4,4,3,3,4,4,3,4,3,3,3,3,6,6,1,0,1,1974,1,1,2,1,,,
236,2017-12-12T15:28:42Z,2017-12-12T15:32:42Z,11,3,5,1,5,5,4,6,6,1,2,1,1,2,1,1,1,1,1,7,7,7,2,4,3,4,4,4,3,4,4,4,3,5,5,5,6,6,1,0,0,1984,1,1,1,1,,74.92,
237,2017-12-12T15:30:02Z,2017-12-12T15:33:08Z,11,3,4,2,6,6,6,6,5,6,,1,1,1,1,1,5,2,3,6,6,6,2,2,2,,2,2,4,4,4,5,3,6,6,6,6,6,1,0,1,1982,0,3,0,1,,61.64,
238,2017-12-12T15:48:48Z,2017-12-12T15:54:26Z,11,2,4,2,6,6,6,6,5,6,2,2,2,2,2,1,7,5,5,6,6,7,1,2,3,3,2,2,4,4,4,3,3,5,6,6,7,7,1,3,0,1974,1,1,3,0,135.15,,
239,2017-12-12T15:55:14Z,2017-12-12T16:01:33Z,11,3,5,2,5,5,5,5,5,5,1,1,1,1,1,1,3,4,6,7,7,7,2,3,4,4,3,3,4,5,3,3,3,6,5,6,7,7,1,0,0,1990,1,3,1,0,,100.77,
240,2017-12-12T16:18:19Z,2017-12-12T16:22:50Z,11,2,2,4,4,4,4,4,4,4,1,1,1,1,2,1,6,1,6,6,6,6,2,1,1,1,1,1,3,3,3,2,3,6,6,6,7,7,1,4,0,1982,1,1,1,1,92.11,,
241,2017-12-12T16:41:12Z,2017-12-12T16:46:33Z,11,2,4,1,6,6,6,6,6,7,1,1,1,1,1,1,7,2,2,7,7,7,1,3,1,2,2,2,2,3,1,3,3,7,7,7,7,7,1,0,1,1981,1,1,1,1,80.46,,
242,2017-12-12T16:45:41Z,2017-12-12T16:54:03Z,11,2,3,2,6,7,7,6,4,6,1,2,1,2,1,1,4,3,6,7,6,6,1,3,4,3,3,2,4,2,3,3,3,6,6,5,7,6,1,0,1,1989,1,3,1,0,192.98,,
243,2017-12-12T17:15:08Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2017-12-12T17:24:10Z,2017-12-12T17:35:45Z,11,4,5,1,6,6,6,5,4,6,1,1,1,1,1,1,4,1,4,7,7,7,3,3,3,3,3,3,4,5,5,5,3,7,7,7,6,6,1,1,0,1954,1,1,3,0,,,341.06
245,2017-12-12T17:25:12Z,2017-12-12T17:28:46Z,11,2,2,4,5,5,5,5,2,5,1,2,2,2,2,1,2,6,5,3,3,5,1,5,4,4,4,4,2,4,4,2,3,3,3,5,5,3,1,1,1,1987,0,1,5,1,76.82,,
246,2017-12-12T18:08:32Z,2017-12-12T18:15:04Z,11,4,4,1,6,6,6,6,6,6,1,1,1,1,1,1,7,1,1,7,7,7,3,3,3,3,3,,4,5,3,3,3,6,6,6,6,6,1,1,1,1964,0,1,2,1,,,172.38
247,2017-12-12T18:23:58Z,2017-12-12T18:29:04Z,11,4,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,2,3,3,3,3,2,5,5,4,4,3,6,5,4,7,7,1,0,1,1978,1,1,1,1,,,137.39
248,2017-12-12T18:33:17Z,2017-12-12T18:37:20Z,11,1,4,2,6,6,5,6,5,6,2,2,2,1,1,2,7,1,1,7,7,7,,4,4,3,3,4,4,4,4,4,3,4,5,3,1,7,1,0,1,1975,0,1,0,0,,,
249,2017-12-12T18:43:39Z,2017-12-12T18:52:41Z,11,3,5,1,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,6,6,6,2,3,3,3,3,3,3,3,3,3,3,5,5,5,7,7,1,1,1,1984,1,1,2,1,,371.79,
250,2017-12-12T18:54:31Z,2017-12-12T18:56:25Z,11,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,4,4,4,,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,0,1,1997,0,2,1,1,,,
251,2017-12-12T19:00:03Z,2017-12-12T19:03:47Z,11,2,4,2,5,6,6,5,4,6,1,2,2,2,1,2,7,1,6,6,7,7,1,3,3,3,3,3,2,5,2,2,3,7,7,7,7,7,1,0,0,1986,1,1,3,1,75.88,,
252,2017-12-12T19:12:18Z,2017-12-12T19:18:03Z,11,2,5,1,6,6,6,6,6,6,1,1,1,1,1,1,7,1,1,7,7,7,1,2,3,3,3,3,4,5,5,5,3,6,6,6,7,7,1,0,1,1953,1,1,3,0,144.8,,
253,2017-12-12T19:55:38Z,2017-12-12T20:02:11Z,11,4,5,1,6,6,6,,5,6,1,5,1,1,1,1,7,2,3,7,7,7,3,1,1,1,2,2,2,2,2,3,3,6,6,6,6,6,1,0,1,1960,1,1,3,0,,,169.27
254,2017-12-12T20:16:23Z,2017-12-12T20:32:39Z,11,4,5,1,6,6,6,6,6,7,1,1,1,2,1,1,5,3,6,7,7,6,3,3,3,3,3,3,5,4,4,5,3,5,6,5,6,7,1,4,1,1978,1,3,3,1,,,323.91
255,2017-12-12T20:21:15Z,2017-12-12T20:25:30Z,11,1,4,2,5,5,5,5,5,5,3,3,3,3,3,3,6,2,2,5,5,5,,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,1,1,1,1988,0,4,0,1,,,
256,2017-12-12T20:32:31Z,2017-12-12T20:37:58Z,11,1,2,4,5,6,5,6,5,5,2,2,2,2,2,2,5,7,6,3,3,3,,2,3,3,2,3,2,2,2,2,3,5,5,5,4,3,1,0,0,1982,1,1,3,1,,,
257,2017-12-12T20:39:35Z,2017-12-12T20:45:59Z,11,1,4,1,5,6,6,5,5,5,2,1,1,1,1,1,6,2,4,7,7,7,,3,3,3,3,4,4,4,3,4,3,5,4,5,7,7,1,0,1,1961,1,1,1,0,,,
258,2017-12-12T20:44:27Z,2017-12-12T20:50:03Z,11,4,4,2,6,6,6,6,4,4,1,1,1,1,1,1,7,2,1,7,7,7,3,3,3,3,3,3,5,5,5,5,3,5,3,5,7,7,1,1,1,1973,1,1,1,0,,,113.21
259,2017-12-12T20:47:37Z,2017-12-12T20:52:14Z,11,3,2,3,5,6,4,5,4,5,4,3,3,3,1,2,6,3,2,6,7,6,2,,4,4,4,5,4,4,4,3,3,5,3,3,6,6,7,0,0,1987,1,1,1,0,,128.8,
260,2017-12-12T20:48:28Z,2017-12-12T20:57:50Z,11,4,4,2,6,5,5,5,5,4,3,3,4,3,3,1,5,5,3,5,5,5,3,2,3,3,1,2,2,3,2,2,3,7,7,7,2,2,1,0,1,1973,0,2,0,1,,,178.58
261,2017-12-12T21:10:45Z,2017-12-12T21:17:36Z,11,3,4,3,,6,5,5,4,5,4,3,2,5,1,1,5,7,5,5,6,5,2,4,4,4,4,4,5,5,5,4,3,2,1,2,1,7,1,0,1,1965,0,3,0,0,,116.39,
262,2017-12-12T21:13:26Z,2017-12-12T21:21:02Z,11,2,4,2,6,6,6,6,5,6,2,2,2,2,2,2,6,2,2,7,7,7,1,2,2,2,2,2,4,5,4,3,3,5,5,5,7,7,1,1,1,1978,1,1,1,0,164.42,,
263,2017-12-12T21:27:22Z,2017-12-12T21:34:46Z,11,4,3,1,4,4,4,3,3,4,5,5,4,5,1,1,6,5,2,5,5,5,3,3,5,5,4,5,4,5,5,5,3,7,7,7,3,2,1,1,1,1980,1,3,1,0,,,160.18
264,2017-12-12T21:43:17Z,2017-12-12T21:50:06Z,11,2,5,1,7,7,7,7,7,6,1,1,1,1,1,1,6,2,1,7,7,7,2,3,5,3,3,5,2,1,4,2,3,7,7,7,7,7,1,0,1,1992,1,4,0,1,157.75,,
265,2017-12-12T21:43:51Z,2017-12-12T21:51:05Z,11,3,5,1,6,6,7,6,6,5,1,2,1,2,2,1,7,1,1,7,7,7,2,2,2,2,2,2,3,4,2,3,3,,,5,7,1,1,0,0,1993,1,1,2,1,,82.36,
266,2017-12-12T22:24:15Z,2017-12-12T22:27:01Z,11,1,4,3,5,5,5,5,3,3,2,2,2,3,1,1,5,6,6,5,5,5,,4,4,4,4,4,4,4,4,4,3,6,6,6,5,5,1,2,1,1990,0,3,3,1,,,
267,2017-12-12T22:33:36Z,2017-12-12T22:43:48Z,11,2,4,2,7,7,7,7,6,6,1,1,1,2,1,1,7,1,3,7,7,7,1,4,4,4,4,4,5,4,4,4,3,7,7,7,7,7,1,1,1,1989,0,4,0,1,319.75,,
268,2017-12-12T23:41:23Z,2017-12-13T00:00:45Z,11,3,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,2,3,3,3,4,4,5,5,5,5,3,7,7,7,7,7,1,0,1,1980,0,3,0,1,,671.33,
269,2017-12-13T00:03:47Z,2017-12-13T00:07:57Z,11,2,4,1,5,6,5,6,3,6,1,1,1,1,1,1,7,1,1,7,7,7,1,4,3,3,4,3,5,5,5,4,3,5,6,5,7,7,1,0,0,1987,1,1,2,0,55.58,,
270,2017-12-13T00:05:13Z,2017-12-13T00:09:29Z,11,1,2,2,3,3,2,2,2,2,6,5,5,6,5,4,2,2,7,6,6,6,,2,2,2,2,3,3,4,3,3,3,7,7,7,6,6,1,0,1,1988,1,1,3,0,,,
271,2017-12-13T00:07:09Z,2017-12-13T00:12:57Z,11,2,3,2,5,6,2,5,5,4,3,3,3,2,4,1,3,3,5,5,5,4,1,3,2,1,3,3,3,3,4,2,3,4,6,5,4,2,1,0,1,1989,0,3,0,0,108.21,,
272,2017-12-13T00:16:34Z,2017-12-13T00:20:40Z,11,3,3,2,5,5,5,5,5,5,3,3,4,3,3,2,2,2,2,5,5,5,2,4,4,4,4,4,3,3,4,3,3,5,2,5,5,5,1,0,1,1997,0,4,0,0,,63.34,
273,2017-12-13T00:42:53Z,2017-12-13T01:10:51Z,11,2,4,2,6,5,5,3,2,5,2,2,2,2,2,2,6,2,2,6,6,6,1,4,4,4,4,3,5,5,5,5,3,5,5,5,6,6,1,1,1,1951,1,1,4,0,383.34,,
274,2017-12-13T00:51:31Z,2017-12-13T00:58:23Z,11,1,4,2,6,6,6,,,6,1,1,1,6,1,6,7,1,1,7,7,7,,3,2,3,3,3,3,3,3,2,3,6,6,6,7,7,1,0,1,1969,1,1,1,0,,,
275,2017-12-13T01:05:10Z,2017-12-13T01:12:13Z,11,2,2,4,6,5,3,5,4,4,2,2,4,3,1,2,6,4,2,7,6,6,1,3,4,3,4,3,2,4,1,4,3,5,4,4,5,5,1,0,0,1988,1,1,2,0,120.23,,
276,2017-12-13T01:08:49Z,2017-12-13T01:17:24Z,11,2,2,4,6,5,6,6,6,6,2,1,1,1,1,1,6,2,2,6,6,6,1,3,4,3,4,4,4,4,4,,3,6,6,6,5,7,1,1,0,1968,1,1,2,1,297.49,,
277,2017-12-13T01:09:15Z,2017-12-13T01:14:01Z,11,1,4,2,6,6,6,5,5,6,2,2,2,2,2,1,7,1,1,6,6,6,,3,4,3,3,4,4,4,3,4,3,6,6,6,6,6,1,0,0,1985,0,1,5,0,,,
278,2017-12-13T02:27:08Z,2017-12-13T02:37:38Z,11,2,5,1,6,5,5,4,4,4,2,2,2,4,5,1,2,7,7,6,7,7,1,3,3,4,3,4,4,5,3,4,3,5,5,3,7,7,1,0,1,1987,1,2,1,0,313.19,,
279,2017-12-13T02:30:31Z,2017-12-13T02:35:36Z,11,1,2,4,4,4,4,4,4,5,4,4,4,4,2,4,6,4,2,6,6,6,,3,3,3,2,2,3,3,2,3,3,4,4,4,5,5,1,0,1,1985,1,1,1,1,,,
280,2017-12-13T02:38:27Z,2017-12-13T02:48:51Z,11,1,4,2,6,6,6,7,7,3,2,2,1,2,2,2,3,6,5,5,6,5,,5,4,5,4,4,4,3,5,5,3,2,3,3,2,3,1,0,1,1985,0,3,0,0,,,
281,2017-12-13T03:03:32Z,2017-12-13T03:16:22Z,11,2,2,4,2,2,2,2,2,3,5,5,5,6,2,1,1,6,6,7,7,7,1,3,4,3,4,4,2,4,5,3,3,6,6,6,7,7,1,1,1,1962,1,1,1,1,391.1,,
282,2017-12-13T03:10:14Z,2017-12-13T03:24:53Z,11,4,3,3,6,6,6,6,6,6,5,5,5,5,5,3,5,5,6,6,6,6,2,3,3,3,3,3,1,4,2,2,3,2,1,1,6,6,1,0,1,1988,1,1,2,0,,,341.87
283,2017-12-13T03:13:49Z,2017-12-13T03:23:20Z,11,2,4,1,6,6,6,6,6,4,1,1,1,1,1,1,1,1,1,7,7,7,1,3,4,3,3,3,3,5,3,4,3,6,6,6,7,6,1,1,0,1977,1,1,3,0,316.46,,
284,2017-12-13T03:26:39Z,2017-12-13T03:38:17Z,11,4,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,3,1,1,1,5,1,3,5,5,5,3,7,7,7,6,6,1,1,1,1987,1,1,3,1,,,403.32
285,2017-12-13T03:28:07Z,2017-12-13T03:35:30Z,11,2,5,1,7,7,6,6,5,6,1,1,1,1,1,1,4,3,5,7,7,7,1,4,5,4,4,4,4,5,5,4,3,6,5,6,7,7,1,0,1,1975,1,1,1,0,149.1,,
286,2017-12-13T03:29:40Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2017-12-13T03:38:05Z,2017-12-13T03:47:21Z,11,4,5,1,3,4,3,5,2,3,5,,5,6,6,2,2,5,6,6,6,6,3,5,5,4,4,5,5,4,5,5,3,5,5,5,7,7,1,0,1,1990,1,3,1,1,,,256.35
288,2017-12-13T04:28:52Z,2017-12-13T04:38:08Z,11,3,4,2,6,7,6,6,5,6,1,1,2,2,1,1,7,1,1,6,7,6,3,4,3,4,4,3,4,5,4,4,3,7,6,7,6,6,1,1,1,1982,1,1,2,0,,252.86,
289,2017-12-13T04:52:06Z,2017-12-13T05:02:07Z,11,4,4,2,6,5,5,5,5,6,1,2,2,1,1,1,6,2,2,7,7,7,3,5,4,3,4,3,4,5,4,4,3,5,6,5,6,7,1,0,1,1975,1,1,1,1,,,344.16
290,2017-12-13T05:05:07Z,2017-12-13T05:11:45Z,11,3,2,4,5,4,4,4,2,5,2,1,2,1,1,1,6,4,1,6,6,6,2,3,4,4,4,4,2,3,3,4,3,5,6,5,6,6,1,0,0,1959,1,1,1,1,,142.83,
291,2017-12-13T05:54:46Z,2017-12-13T05:59:50Z,11,1,2,4,6,6,6,6,6,5,2,2,2,2,2,2,1,7,7,6,6,6,,3,4,3,3,2,4,4,3,4,3,2,2,2,6,6,1,1,1,1971,1,2,1,1,,,
292,2017-12-13T06:18:20Z,2017-12-13T06:26:21Z,11,2,4,3,7,7,6,7,6,6,1,1,1,1,1,1,7,1,1,7,7,7,1,3,3,3,3,2,4,5,4,4,3,5,6,5,7,7,1,0,1,1984,1,1,1,0,168.81,,
293,2017-12-13T06:33:41Z,2017-12-13T06:41:23Z,11,4,5,1,5,6,6,5,5,5,2,2,2,2,2,2,7,1,1,7,7,7,3,3,1,1,2,2,2,1,2,2,3,5,5,5,7,7,1,1,1,1977,1,1,2,0,,,225.44
294,2017-12-13T09:07:08Z,2017-12-13T09:11:19Z,11,2,5,1,4,5,5,3,4,5,1,1,1,1,1,1,6,1,5,5,5,5,1,4,3,3,4,4,4,3,5,4,3,5,5,5,5,5,1,0,1,1987,0,3,0,0,110.77,,
295,2017-12-13T10:49:20Z,2017-12-13T11:04:32Z,11,2,4,1,7,7,7,6,5,6,1,1,1,1,1,1,7,1,1,7,7,7,2,4,3,3,4,3,4,4,2,3,3,5,6,5,7,7,1,3,1,1962,1,1,1,0,551.94,,
296,2017-12-13T11:00:28Z,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2017-12-13T11:50:48Z,2017-12-13T11:57:50Z,11,4,3,3,7,6,6,6,6,6,1,1,1,1,1,1,7,2,2,6,6,7,3,2,3,2,2,2,3,3,3,3,3,6,6,6,6,7,7,1,0,1949,1,3,4,0,,,149.27
298,2017-12-13T13:12:27Z,2017-12-13T14:02:10Z,11,3,4,2,6,6,6,6,6,6,2,2,2,2,6,2,6,2,2,6,6,6,2,3,3,3,3,3,4,4,4,4,3,6,6,5,6,6,1,1,1,1977,0,3,0,1,,54.03,
299,2017-12-13T13:32:17Z,2017-12-13T13:41:04Z,11,4,1,4,5,5,5,5,5,3,3,2,2,2,2,2,6,7,7,6,5,6,3,5,5,5,5,4,4,2,5,4,3,5,5,5,6,6,1,0,0,1966,0,1,3,1,,,124.73
300,2017-12-13T13:49:17Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2017-12-13T13:53:38Z,2017-12-13T13:59:48Z,11,3,3,4,4,4,3,3,3,4,2,1,1,1,1,1,4,3,4,5,6,5,2,5,4,5,5,4,5,5,5,5,3,5,5,5,6,6,1,0,1,1992,1,3,1,0,,179.93,
302,2017-12-13T14:10:42Z,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.76,,
303,2017-12-13T14:30:07Z,2017-12-13T14:37:02Z,11,4,2,3,3,4,4,4,4,5,4,2,3,3,1,2,4,6,4,5,5,6,3,2,2,2,2,2,3,4,4,4,3,4,5,3,6,6,1,0,0,1975,1,1,2,1,,,222.96
304,2017-12-13T15:53:27Z,2017-12-13T16:05:13Z,11,4,3,3,5,5,5,5,5,5,3,3,3,3,3,3,4,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,0,0,1940,1,3,2,0,,,301.83
305,2017-12-13T16:27:09Z,2017-12-13T16:39:08Z,11,4,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,3,3,4,4,4,4,5,5,5,5,3,5,5,6,7,7,1,1,0,1970,1,2,5,0,,,307.08
306,2017-12-13T16:31:07Z,2017-12-13T16:37:08Z,11,4,5,2,5,5,5,5,5,5,2,2,2,2,2,2,6,2,7,7,7,7,3,2,2,2,2,2,1,3,3,1,3,6,6,6,7,7,1,0,1,1976,1,1,4,1,,,173
307,2017-12-13T16:31:14Z,2017-12-13T16:37:42Z,11,1,3,3,4,5,5,5,4,2,5,5,3,6,7,3,7,3,7,5,5,5,,3,4,4,4,4,4,3,1,2,3,3,3,3,2,5,1,0,1,1976,1,3,5,1,,,
308,2017-12-13T16:47:50Z,2017-12-13T16:55:23Z,11,3,4,2,5,5,5,5,3,5,6,4,3,4,2,2,1,3,1,6,7,7,2,4,4,4,4,4,4,5,5,5,3,5,5,3,7,7,1,0,1,1978,1,1,2,1,,201.96,
309,2017-12-13T17:11:57Z,2017-12-13T17:14:52Z,11,4,5,1,7,7,7,7,6,7,1,1,1,1,1,1,7,1,1,7,7,7,3,5,5,5,5,5,3,4,4,4,3,7,7,7,7,7,1,4,1,1989,1,1,3,1,,,47.86
310,2017-12-13T17:14:42Z,2017-12-13T17:24:00Z,11,2,3,4,3,3,2,3,4,3,4,2,6,2,5,4,5,6,7,1,1,2,1,5,4,4,4,4,3,1,2,2,3,5,5,3,2,2,1,1,0,1975,0,3,0,1,284.19,,
311,2017-12-13T17:26:05Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2017-12-13T17:33:23Z,2017-12-13T17:38:51Z,11,2,4,3,5,5,5,4,5,3,2,2,2,2,2,2,6,3,2,6,6,6,1,3,3,3,3,3,3,3,4,3,3,6,6,6,6,6,1,1,1,1974,1,3,3,1,71.88,,
313,2017-12-13T17:47:27Z,2017-12-13T17:50:45Z,11,1,2,4,3,3,3,3,2,3,6,5,5,5,4,5,2,6,6,6,7,6,,1,2,1,2,2,2,2,2,2,3,5,5,4,5,6,1,0,1,1992,1,1,3,0,,,
314,2017-12-13T18:15:32Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2017-12-13T18:16:40Z,2017-12-13T18:22:50Z,11,4,4,1,6,6,6,6,5,6,1,1,1,3,1,1,4,2,4,6,6,6,3,3,3,3,3,3,3,5,1,3,3,5,6,6,6,6,1,0,0,1980,1,1,1,0,,,111.77
316,2017-12-13T18:17:28Z,2017-12-13T18:21:40Z,11,1,5,1,7,7,6,6,6,6,1,1,1,1,1,1,7,1,1,6,7,7,,1,1,1,1,1,2,5,1,3,3,7,7,7,7,7,1,1,1,1984,1,2,2,1,,,
