id,startdate,submitdate,lastpage,treatment,willingnessjobrec1,willingnessjobrec2,paffect1,paffect2,paffect3,paffect4,paffect5,paffect6,naffect1,naffect2,naffect3,naffect4,naffect5,naffect6,turnover1,turnover2,turnover3,prosocialimpact1,prosocialimpact2,prosocialimpact3,manipulationcheck,taskvariety1,taskvariety2,taskvariety3,taskvariety4,taskvariety5,taskanalyz1,taskanalyz2,taskanalyz3,taskanalyz4,attention1,autonomy1,autonomy2,autonomy3,beneficiaries1,beneficiaries2,attention2,manager,gender,yearbirth,educator,sector,subsector,atwork,duration_treatment_general,duration_treatment_prosocial,duration_treatment_societal
99,2017-12-11T18:05:27Z,2017-12-11T18:10:14Z,11,2,2,3,5,5,5,5,4,5,,3,1,3,1,1,4,5,6,4,4,5,1,4,4,4,4,4,3,4,3,3,3,6,6,6,7,7,1,0,0,1978,1,1,3,0,107.21,,
100,2017-12-11T18:05:52Z,2017-12-11T18:10:50Z,11,1,4,3,6,6,4,5,4,6,4,1,1,1,1,1,7,5,1,5,5,6,,,,,,,,,,,,,,,6,6,1,,1,1981,0,3,1,1,,,
101,2017-12-11T18:08:01Z,2017-12-11T18:15:24Z,11,3,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,2,3,3,3,2,2,4,3,4,4,3,6,6,6,7,7,1,0,1,1987,1,1,2,1,,141.36,
102,2017-12-11T18:09:58Z,2017-12-11T18:13:21Z,11,1,5,1,7,6,7,6,4,7,1,1,2,1,1,1,7,1,1,7,7,7,,2,2,2,2,5,3,3,3,3,3,6,6,6,7,7,1,1,1,1981,1,1,1,1,,,
103,2017-12-11T18:10:02Z,2017-12-11T18:15:26Z,11,2,5,1,6,6,6,6,6,6,1,1,1,1,1,1,7,1,1,6,6,6,1,3,3,3,3,3,3,5,3,4,3,7,7,7,6,6,1,0,0,1983,1,1,3,0,122.41,,
104,2017-12-11T18:18:50Z,2017-12-11T18:24:34Z,11,3,2,4,5,5,5,4,4,5,1,1,1,1,1,1,6,3,2,7,7,7,2,2,3,3,3,4,4,3,5,4,3,7,7,7,7,7,1,0,1,1972,1,1,3,0,,126.9,
105,2017-12-11T18:18:59Z,2017-12-11T18:25:54Z,11,2,5,1,6,6,6,6,5,7,1,1,1,1,1,1,6,1,2,7,7,7,1,3,3,3,3,3,4,5,4,3,3,7,7,7,7,7,1,1,1,1983,1,3,1,0,163.44,,
106,2017-12-11T18:19:00Z,2017-12-11T18:23:34Z,11,3,4,2,6,5,5,5,5,5,2,2,2,2,2,2,4,3,3,6,6,6,2,2,2,2,2,2,2,3,2,2,3,5,5,6,6,7,1,0,1,1988,1,3,5,0,,77.92,
107,2017-12-11T18:19:21Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2017-12-11T18:22:49Z,2017-12-11T18:26:05Z,11,4,5,1,6,6,6,6,5,5,2,2,2,2,2,2,7,2,2,6,6,6,1,4,4,4,4,4,4,4,4,4,3,6,6,6,7,7,1,0,0,1985,1,1,2,1,,,83.95
109,2017-12-11T19:09:23Z,2017-12-11T19:12:51Z,11,1,3,3,4,4,5,4,4,4,3,4,4,5,4,1,6,4,6,3,3,3,,3,3,3,3,3,3,2,2,3,3,6,6,6,2,2,1,3,1,1991,1,1,3,1,,,
110,2017-12-11T19:09:40Z,,9,2,4,2,6,6,6,6,4,7,2,2,2,1,1,1,6,2,2,6,6,6,1,3,3,3,3,3,3,5,5,4,3,7,7,7,2,5,1,0,,,,,,,181.84,,
111,2017-12-11T19:11:33Z,2017-12-11T19:15:56Z,11,1,2,2,7,,6,7,5,6,1,2,2,2,1,1,3,5,4,6,7,6,,3,3,4,1,4,3,4,4,4,3,2,2,2,7,7,1,0,1,1986,1,3,1,0,,,
112,2017-12-11T19:11:54Z,2017-12-11T19:19:12Z,11,3,3,4,5,5,6,5,3,5,2,2,2,3,2,2,4,5,6,7,7,7,2,3,4,3,3,3,3,4,2,3,3,4,5,4,7,6,1,0,0,1986,1,1,2,1,,176.87,
113,2017-12-11T19:14:37Z,2017-12-11T19:20:31Z,11,1,5,1,7,6,6,6,6,7,1,1,1,1,1,1,6,2,3,7,7,7,,3,3,3,3,3,4,3,3,4,3,5,5,6,7,7,1,0,0,1980,1,3,4,0,,,
114,2017-12-11T19:17:43Z,2017-12-11T19:20:58Z,11,1,4,1,5,6,1,3,5,4,1,1,1,1,1,1,1,1,1,6,4,5,,5,5,5,4,4,4,4,4,4,3,5,1,5,5,6,1,0,1,1989,1,2,1,1,,,
115,2017-12-11T19:18:47Z,2017-12-11T19:27:15Z,11,4,5,2,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,3,2,4,2,3,2,5,5,5,5,3,6,6,6,4,4,1,0,1,1960,1,1,1,0,,,219.81
116,2017-12-11T19:20:48Z,2017-12-11T19:35:23Z,11,2,4,2,5,6,6,6,4,5,2,2,2,1,2,1,5,4,6,5,6,6,1,3,4,5,4,3,3,2,2,2,3,5,6,5,5,4,1,1,0,1984,1,1,3,0,719.76,,
117,2017-12-11T19:21:52Z,2017-12-11T19:46:15Z,11,4,4,2,6,5,6,5,4,4,2,2,2,2,2,1,6,2,5,6,6,6,3,3,3,2,4,2,4,4,5,4,3,2,2,2,7,7,3,0,0,1985,0,3,1,0,,,411.77
118,2017-12-11T19:22:48Z,2017-12-11T19:31:59Z,11,3,4,1,6,6,6,5,5,5,1,1,1,1,1,1,7,1,1,6,6,6,2,3,3,3,3,3,3,3,4,2,3,5,5,5,7,7,1,3,0,1975,0,3,0,1,,243.5,
119,2017-12-11T19:23:04Z,2017-12-11T19:27:36Z,11,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,5,5,5,2,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,1,0,1,1976,1,1,3,1,,87.78,
120,2017-12-11T19:25:06Z,2017-12-11T19:30:17Z,11,3,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,2,2,3,2,2,5,1,2,2,2,3,7,7,7,7,7,1,0,0,1986,1,1,1,0,,177.58,
121,2017-12-11T19:32:19Z,2017-12-11T19:41:01Z,11,3,5,1,4,5,5,5,3,4,1,1,1,3,1,1,1,1,1,7,7,7,2,4,4,4,3,4,3,4,3,3,3,3,3,3,7,7,1,1,1,1973,1,1,1,1,,224.23,
122,2017-12-11T19:34:46Z,2017-12-11T19:37:45Z,11,2,5,1,7,6,6,6,7,6,1,5,1,1,1,1,7,7,6,5,7,6,1,2,4,3,4,3,4,4,5,4,3,6,4,5,6,5,1,1,0,1981,1,1,3,1,73.37,,
123,2017-12-11T19:37:30Z,2017-12-11T19:54:53Z,11,4,,,5,5,5,4,5,5,2,2,2,2,3,2,7,1,1,6,6,6,3,2,2,2,2,3,2,5,2,3,3,4,5,5,6,6,1,0,1,1981,1,1,2,1,,,201.16
124,2017-12-11T19:40:25Z,2017-12-11T19:46:34Z,11,4,4,2,,5,5,5,5,1,6,6,5,1,1,1,7,1,1,5,5,5,2,3,4,4,3,4,4,5,4,3,3,5,4,4,4,4,1,0,0,1980,1,1,2,1,,,131.49
125,2017-12-11T19:43:46Z,2017-12-11T19:50:16Z,11,3,5,1,6,6,7,7,7,6,1,1,1,1,1,1,7,1,1,6,6,6,2,3,3,3,3,3,3,2,3,2,3,6,6,6,7,7,1,1,1,1987,1,1,2,1,,167.82,
126,2017-12-11T19:45:08Z,2017-12-11T19:54:12Z,11,4,3,2,5,5,5,4,4,2,2,2,2,,2,2,6,2,2,5,6,6,3,2,3,3,2,2,2,4,2,4,3,3,3,3,6,6,1,0,1,1980,1,3,1,0,,,263.88
127,2017-12-11T19:48:47Z,2017-12-11T19:56:16Z,11,2,4,1,6,5,6,4,4,3,1,1,1,1,1,1,2,5,3,7,7,7,1,3,3,3,2,2,4,5,4,3,3,6,6,6,5,6,1,0,1,1973,1,3,3,1,164.38,,
128,2017-12-11T19:52:02Z,2017-12-11T20:00:49Z,11,3,4,2,6,6,5,6,5,5,2,1,2,2,2,1,3,5,5,6,6,6,2,5,5,5,5,5,5,5,5,5,3,3,3,3,6,6,1,1,1,1994,1,3,1,1,,158.4,
129,2017-12-11T19:52:24Z,2017-12-11T20:04:28Z,11,4,5,1,6,7,7,7,7,2,2,1,1,1,1,1,7,1,1,7,7,7,3,4,5,5,3,3,3,1,2,2,3,7,7,7,4,4,1,0,1,1990,0,3,0,1,,,377.77
130,2017-12-11T19:54:05Z,2017-12-11T19:59:35Z,11,3,2,2,6,6,6,6,6,2,2,2,2,2,2,2,5,2,2,6,6,6,2,3,4,3,3,3,4,4,4,5,3,6,6,6,6,6,1,3,0,1990,0,1,3,1,,214.99,
131,2017-12-11T19:56:53Z,2017-12-11T20:04:57Z,11,4,4,1,5,5,6,6,6,6,2,2,2,2,2,2,7,1,1,6,6,6,3,4,4,4,4,4,4,3,2,4,3,6,6,6,6,6,1,0,1,1988,1,1,2,0,,,165.82
132,2017-12-11T19:57:14Z,2017-12-11T20:02:57Z,11,3,2,4,5,5,,5,5,5,5,5,1,1,1,1,5,5,5,6,6,6,2,4,4,4,4,4,3,3,3,3,3,3,6,5,5,5,1,0,1,1971,1,1,1,0,,145.66,
133,2017-12-11T19:58:17Z,2017-12-11T20:13:18Z,11,3,4,2,6,6,6,6,5,6,2,2,2,2,2,1,6,2,2,6,6,6,2,3,3,3,3,3,3,3,4,4,3,6,6,6,6,6,1,1,1,1978,1,1,1,0,,545.15,
134,2017-12-11T20:04:42Z,2017-12-11T20:08:05Z,11,1,4,1,7,6,6,6,6,6,1,1,1,1,1,1,7,1,1,7,7,7,,5,5,5,5,5,4,3,4,4,3,7,7,7,7,7,1,0,0,1964,1,1,1,0,,,
135,2017-12-11T20:04:43Z,2017-12-11T20:11:34Z,11,3,1,5,6,6,6,6,2,6,1,1,1,1,1,1,1,7,7,6,6,6,2,2,3,2,3,2,3,3,3,3,3,5,5,5,6,6,1,0,0,1964,1,1,2,1,,143.68,
136,2017-12-11T20:17:26Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2017-12-11T20:24:33Z,2017-12-11T20:37:33Z,11,4,3,4,6,6,6,4,2,6,1,1,1,1,1,1,7,6,7,6,6,6,3,3,4,4,4,4,4,4,4,4,3,6,6,6,7,7,1,2,1,1969,1,1,2,1,,,502.76
138,2017-12-11T20:27:27Z,2017-12-11T20:42:10Z,11,4,5,1,6,6,5,5,5,5,1,1,1,1,1,1,7,1,1,6,6,6,3,2,3,2,3,3,3,3,3,3,3,6,6,6,7,7,1,2,1,1990,0,3,0,1,,,621.12
139,2017-12-11T20:28:51Z,2017-12-11T20:47:40Z,11,3,3,2,6,6,6,6,5,6,1,1,1,1,1,1,3,4,5,5,5,5,2,3,3,3,3,3,5,4,4,4,3,5,5,5,6,6,1,0,0,1981,0,4,0,0,,507.14,
140,2017-12-11T20:29:44Z,2017-12-11T20:38:45Z,11,4,5,1,6,6,6,5,5,3,2,2,1,3,2,1,7,1,1,7,7,7,3,2,2,2,2,2,3,5,4,2,3,7,7,7,7,7,1,0,0,1988,1,1,3,1,,,176.67
141,2017-12-11T20:43:12Z,2017-12-11T20:53:01Z,11,4,2,4,5,5,5,5,5,5,1,1,1,1,1,1,6,3,3,7,7,7,3,3,4,3,3,3,5,5,5,3,3,5,5,6,7,7,1,1,0,1979,1,1,2,0,,,95.05
142,2017-12-11T20:46:17Z,2017-12-11T20:51:00Z,11,1,4,2,6,6,7,7,5,6,3,2,2,2,1,1,7,2,1,6,7,7,,4,4,4,5,5,4,4,5,4,3,1,1,3,7,6,1,4,1,1987,1,1,3,1,,,
143,2017-12-11T20:49:06Z,2017-12-11T21:03:21Z,11,3,4,1,7,6,6,6,7,6,1,1,1,7,1,1,5,3,7,6,7,6,2,3,3,2,2,2,4,3,4,4,3,4,6,5,6,7,1,2,1,1992,1,1,2,0,,661.1,
144,2017-12-11T20:59:40Z,2017-12-11T21:10:15Z,11,4,4,2,6,3,6,6,6,4,3,3,4,4,2,3,7,2,1,6,6,6,3,2,4,3,3,3,3,4,3,2,3,5,5,6,5,6,1,0,1,1958,1,1,2,1,,,264.23
145,2017-12-11T21:01:26Z,2017-12-11T21:07:02Z,11,3,5,1,,7,7,7,6,6,1,7,1,1,1,1,7,1,1,7,7,7,2,5,5,4,4,4,4,5,4,5,3,5,6,6,7,7,1,1,1,1986,1,1,1,0,,160.95,
146,2017-12-11T21:18:51Z,2017-12-11T21:26:19Z,11,1,2,5,6,7,3,7,5,6,4,1,7,3,2,1,6,5,2,6,6,5,,3,4,5,3,5,3,1,1,2,3,4,1,5,6,5,1,4,1,1988,1,2,2,0,,,
147,2017-12-11T21:36:34Z,2017-12-11T22:02:05Z,11,2,1,5,4,2,2,4,,4,2,2,3,2,2,1,1,7,4,5,5,5,2,4,4,4,4,4,2,3,2,2,3,2,2,2,6,7,1,0,1,1983,1,1,1,0,101.95,,
148,2017-12-11T21:39:29Z,2017-12-11T21:47:42Z,11,1,1,5,6,5,5,6,5,3,1,2,1,1,1,1,2,6,6,6,6,6,,4,4,3,4,3,4,2,3,2,3,6,5,6,6,6,1,1,1,1977,1,1,2,0,,,
149,2017-12-11T21:52:33Z,2017-12-11T21:58:41Z,11,1,4,2,6,6,6,7,5,5,2,2,1,2,1,1,7,3,3,5,5,6,,3,4,5,5,3,3,2,4,3,3,3,3,2,6,6,1,0,0,1985,1,1,1,1,,,
150,2017-12-11T22:04:47Z,2017-12-11T22:10:35Z,11,3,3,2,5,6,5,6,5,5,2,1,2,2,1,1,7,3,2,6,6,6,2,2,3,3,3,2,3,3,3,3,3,6,5,6,6,6,1,0,1,1973,1,1,3,1,,122.85,
151,2017-12-11T22:08:45Z,2017-12-11T22:29:04Z,11,1,3,4,5,5,5,5,5,4,2,2,3,2,3,2,5,7,6,5,6,7,,5,4,4,5,4,4,5,4,3,,2,3,2,6,6,1,0,1,1982,1,3,1,1,,,
152,2017-12-11T22:26:27Z,2017-12-11T22:28:35Z,11,4,3,4,5,4,4,3,4,5,3,4,5,4,5,3,4,4,5,6,5,5,2,2,4,3,3,3,2,3,2,2,3,5,4,4,4,5,4,0,0,1993,1,1,1,1,,,43.41
153,2017-12-11T22:28:01Z,2017-12-11T22:38:43Z,11,3,3,3,6,6,5,6,4,,1,1,1,1,2,1,6,6,6,6,6,7,2,2,2,2,2,1,2,2,3,2,3,4,4,5,7,7,1,0,1,1966,1,1,2,1,,278.59,
154,2017-12-11T22:28:33Z,2017-12-11T22:41:05Z,11,2,4,1,6,5,6,5,7,6,1,1,2,1,2,2,5,1,1,6,5,6,1,4,4,3,3,3,3,4,4,4,3,6,6,7,6,5,1,0,1,1987,1,1,1,1,617.76,,
155,2017-12-11T22:30:06Z,2017-12-11T22:57:48Z,11,2,3,4,5,3,3,3,3,5,3,3,5,3,5,2,2,6,7,5,5,5,1,3,3,3,2,2,3,3,4,4,3,5,5,5,6,6,1,0,1,1966,1,1,1,0,572.11,,
156,2017-12-11T22:31:22Z,2017-12-11T22:36:59Z,11,2,4,2,6,6,5,6,5,5,3,2,3,2,3,2,6,2,5,4,5,6,1,4,3,4,3,4,3,4,4,4,3,4,5,5,5,6,1,1,1,1990,0,1,3,1,184.94,,
157,2017-12-11T22:36:28Z,2017-12-11T22:53:31Z,11,2,5,1,6,6,4,6,4,6,1,1,1,1,1,1,2,2,2,7,7,7,1,2,3,2,2,3,2,3,3,3,3,7,7,7,7,7,1,0,1,1959,1,1,2,0,439.12,,
158,2017-12-11T22:46:44Z,2017-12-11T22:50:15Z,11,1,3,3,7,7,7,7,7,7,1,1,1,1,1,1,,,7,7,7,7,,3,3,3,3,3,4,4,4,5,3,5,5,4,7,7,1,0,1,1991,1,1,1,0,,,
159,2017-12-11T22:54:18Z,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.64,,
160,2017-12-11T23:01:58Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2017-12-11T23:02:20Z,,8,4,4,1,6,6,6,4,6,7,1,1,2,1,1,1,1,1,1,7,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,719.31
162,2017-12-11T23:19:37Z,2017-12-12T00:07:17Z,11,4,5,1,7,7,7,7,7,6,1,1,1,1,1,1,5,3,3,5,5,5,3,3,3,3,2,3,4,4,3,4,3,5,5,5,7,7,1,0,1,1991,1,1,1,1,,,175.23
163,2017-12-11T23:19:55Z,2017-12-11T23:25:19Z,11,1,1,5,5,5,5,4,4,3,3,3,2,3,6,6,1,7,7,1,1,1,,3,3,3,3,3,2,2,3,1,3,5,5,5,3,3,1,2,1,1978,1,1,2,1,,,
164,2017-12-11T23:22:03Z,2017-12-11T23:29:13Z,11,2,5,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,7,7,7,1,3,3,3,3,3,3,4,3,4,3,7,7,7,7,7,1,0,1,1992,1,1,3,1,105.29,,
165,2017-12-11T23:29:34Z,2017-12-11T23:39:32Z,11,4,4,2,6,6,5,5,4,5,2,1,1,2,1,1,7,3,7,4,5,5,3,4,4,3,4,3,4,4,4,4,3,7,7,7,6,6,1,0,0,1962,1,1,3,0,,,347.25
166,2017-12-11T23:30:41Z,2017-12-11T23:38:46Z,11,3,4,2,6,6,6,5,5,5,1,1,1,2,2,1,3,7,7,6,6,6,3,2,3,3,3,3,2,4,2,4,3,5,5,5,7,7,1,0,1,1960,1,1,2,1,,251.02,
167,2017-12-11T23:31:47Z,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2017-12-11T23:32:55Z,2017-12-11T23:39:56Z,11,4,5,2,6,6,6,6,5,5,1,1,1,1,1,1,6,2,5,7,7,7,3,1,2,2,2,2,4,5,4,5,3,5,6,6,7,7,1,1,0,1976,1,1,4,0,,,117.03
169,2017-12-11T23:34:07Z,2017-12-11T23:38:04Z,11,1,3,2,4,4,4,4,4,5,2,1,5,2,1,1,6,3,2,7,7,7,,2,2,2,2,3,3,4,5,4,3,5,5,5,7,7,1,1,1,1980,1,1,5,0,,,
170,2017-12-11T23:37:33Z,2017-12-11T23:44:17Z,11,4,4,2,6,6,6,6,5,6,1,1,1,1,1,1,5,1,5,5,5,5,3,3,4,4,4,4,4,3,3,4,3,3,4,5,6,6,1,0,1,1995,0,2,0,0,,,138.54
171,2017-12-11T23:41:09Z,2017-12-11T23:46:34Z,11,3,3,3,6,5,5,5,4,6,1,1,2,1,1,1,7,2,1,7,7,7,2,1,3,2,2,2,4,4,4,4,3,2,3,2,6,6,1,0,1,1965,1,1,2,1,,69.71,
172,2017-12-11T23:58:03Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2017-12-12T00:04:30Z,2017-12-12T00:07:29Z,11,1,5,2,5,5,5,5,5,6,2,2,2,3,2,2,2,2,2,6,6,6,,3,3,3,3,3,4,4,4,4,3,5,5,5,6,6,1,3,0,1966,1,1,2,1,,,
174,2017-12-12T00:10:13Z,2017-12-12T00:17:54Z,11,2,3,4,6,6,5,6,5,6,1,1,2,2,2,2,4,1,5,6,6,6,1,4,5,4,4,4,4,3,4,4,3,6,5,6,5,5,7,0,1,1989,0,1,2,0,231.9,,
175,2017-12-12T00:20:47Z,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2017-12-12T00:24:53Z,2017-12-12T00:29:57Z,11,3,4,1,4,4,4,5,3,3,1,1,1,1,1,1,4,1,1,7,6,7,1,3,4,3,3,2,4,4,4,3,3,5,4,5,6,5,1,3,1,1990,1,2,5,0,,121.66,
177,2017-12-12T00:26:56Z,2017-12-12T00:33:37Z,11,2,4,3,5,3,4,5,4,4,4,5,4,4,6,4,6,4,4,5,4,3,1,3,3,4,2,2,2,4,3,4,3,4,4,3,3,4,1,0,0,1992,1,1,1,0,56.61,,
178,2017-12-12T00:27:54Z,2017-12-12T00:32:59Z,11,4,3,3,7,7,6,6,7,6,1,1,1,1,1,1,7,1,1,7,7,7,3,2,2,2,2,3,5,5,5,5,3,6,5,6,7,7,1,1,1,1961,1,1,1,0,,,100.01
179,2017-12-12T00:29:17Z,2017-12-12T00:35:13Z,11,4,4,1,6,6,6,6,5,6,1,1,1,1,1,1,7,1,1,6,6,7,3,3,3,3,3,3,4,4,4,4,3,6,6,6,6,6,1,1,1,1960,1,3,1,0,,,127.03
180,2017-12-12T00:42:53Z,2017-12-12T00:50:34Z,11,3,1,1,2,2,4,4,4,4,5,1,2,6,1,5,7,7,1,7,7,7,2,3,1,1,4,4,4,5,5,5,3,1,1,1,7,7,1,0,1,1966,1,1,1,0,,105.61,
181,2017-12-12T00:50:59Z,2017-12-12T01:08:06Z,11,1,5,4,3,2,3,2,2,4,2,2,2,2,4,3,4,6,7,2,3,4,,4,3,2,3,2,4,3,4,2,3,6,3,4,4,3,1,2,1,1989,1,1,2,0,,,
182,2017-12-12T00:52:53Z,2017-12-12T01:00:37Z,11,3,4,2,5,5,5,5,4,5,2,2,3,4,4,2,2,4,5,6,6,6,2,2,2,2,2,2,3,2,2,3,3,5,5,5,6,6,1,0,0,1987,0,3,3,0,,218.73,
183,2017-12-12T00:59:45Z,2017-12-12T01:09:03Z,11,4,4,2,5,5,5,6,5,5,3,2,3,2,2,1,3,6,6,6,5,6,3,3,3,4,3,3,3,3,2,4,3,5,6,5,6,5,1,0,0,1994,1,1,3,0,,,287.21
184,2017-12-12T01:03:15Z,2017-12-12T01:06:32Z,11,1,3,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,3,4,5,,2,2,2,2,2,3,4,3,4,3,6,6,6,5,4,1,0,1,1987,1,1,3,0,,,
185,2017-12-12T01:04:54Z,2017-12-12T01:13:27Z,11,4,2,4,5,5,5,5,5,5,2,2,2,2,2,2,4,5,5,6,7,6,3,2,3,3,4,4,3,2,3,2,3,3,5,5,7,7,1,0,1,1972,1,1,1,1,,,196.52
186,2017-12-12T01:09:49Z,2017-12-12T01:27:17Z,11,3,5,1,6,6,6,6,6,6,2,2,2,2,2,2,6,2,2,6,6,6,2,4,4,4,4,4,4,4,4,4,3,6,6,6,6,6,6,1,1,1970,0,1,2,0,,720.85,
187,2017-12-12T01:21:46Z,2017-12-12T01:28:16Z,11,2,4,1,6,5,6,5,4,5,2,2,2,1,1,1,6,2,2,6,6,6,1,3,3,3,3,2,4,5,4,4,3,6,6,5,6,6,1,5,1,1964,0,3,0,0,154.33,,
188,2017-12-12T01:23:28Z,2017-12-12T01:33:58Z,11,3,4,2,7,7,7,6,5,6,1,1,1,1,1,1,7,1,1,7,7,7,2,2,1,3,3,2,4,5,3,4,3,6,5,6,7,7,1,0,1,1961,1,1,1,0,,325.13,
189,2017-12-12T01:24:56Z,2017-12-12T01:43:27Z,11,4,4,1,7,7,6,4,6,5,2,1,1,1,1,1,7,2,2,6,7,6,1,1,1,2,1,2,4,5,3,3,3,6,7,7,6,7,1,1,1,1972,1,1,2,0,,,536.45
190,2017-12-12T01:27:09Z,2017-12-12T01:33:28Z,11,3,3,4,5,4,4,5,3,5,1,1,1,1,1,1,5,5,3,6,6,6,2,2,2,3,2,3,1,1,2,1,3,6,7,6,6,6,1,1,1,1981,1,1,3,0,,144.57,
191,2017-12-12T01:33:07Z,2017-12-12T01:37:53Z,11,4,3,3,6,6,5,,6,6,2,2,2,2,4,6,7,2,2,6,7,7,3,3,3,3,3,2,3,4,3,3,3,6,6,6,7,7,1,0,1,1990,1,3,4,1,,,122.03
192,2017-12-12T01:41:01Z,2017-12-12T01:45:43Z,11,4,5,1,5,,5,2,5,5,2,2,1,7,5,1,7,1,1,7,7,7,3,1,3,1,3,1,1,5,4,3,3,7,7,7,3,5,1,0,1,1990,0,1,0,1,,,124.86
193,2017-12-12T02:01:22Z,2017-12-12T02:06:28Z,11,3,3,3,5,5,4,5,4,5,1,1,1,1,1,1,5,4,4,6,6,6,2,3,3,3,3,3,4,4,3,4,3,6,6,6,6,6,1,3,1,1981,1,1,1,0,,129.4,
194,2017-12-12T02:27:46Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2017-12-12T02:29:05Z,2017-12-12T02:35:39Z,11,4,3,2,6,6,6,6,5,6,1,1,1,1,1,1,5,2,3,6,6,6,3,2,2,2,3,3,3,4,2,3,3,4,4,3,7,7,1,1,1,1983,1,1,2,0,,,114.64
196,2017-12-12T02:33:32Z,2017-12-12T02:42:25Z,11,1,2,4,6,6,5,5,5,6,6,1,2,1,1,1,6,6,6,5,5,3,,4,4,4,5,5,5,5,5,5,3,2,2,2,3,3,1,1,0,1988,0,3,0,0,,,
197,2017-12-12T02:33:37Z,2017-12-12T02:37:43Z,11,1,3,3,7,6,4,4,4,5,1,3,1,1,1,1,4,2,5,4,7,4,,4,5,5,5,4,3,1,4,1,3,5,5,5,7,7,1,0,1,1983,1,1,2,0,,,
198,2017-12-12T02:35:32Z,2017-12-12T02:39:15Z,11,2,2,4,1,2,1,1,1,1,6,6,7,6,6,7,3,5,2,7,3,6,1,4,2,3,1,4,,2,4,4,3,7,6,5,5,6,1,1,0,1982,0,3,0,0,61.35,,
199,2017-12-12T02:39:42Z,2017-12-12T02:51:22Z,11,3,4,1,7,7,7,7,6,6,2,1,1,2,1,1,6,2,2,7,7,7,2,4,3,3,4,3,4,5,4,4,3,5,5,6,7,7,1,0,1,1962,1,1,1,0,,308.44,
200,2017-12-12T02:52:13Z,2017-12-12T03:00:04Z,11,1,2,3,5,5,5,5,5,6,5,5,3,5,2,3,4,5,5,5,5,5,,2,2,2,1,2,2,2,2,3,3,2,3,3,4,4,1,0,0,1992,1,1,1,0,,,
201,2017-12-12T02:54:21Z,2017-12-12T03:03:10Z,11,4,3,4,5,5,5,5,3,6,3,1,2,2,2,2,7,2,1,6,6,7,3,2,3,3,3,2,3,5,4,4,3,6,5,6,6,6,1,0,0,1972,1,1,2,0,,,249.12
202,2017-12-12T02:59:29Z,2017-12-12T03:04:37Z,11,3,2,4,5,5,5,5,5,5,2,2,3,2,2,2,7,2,2,6,7,6,2,3,3,3,3,3,2,4,3,2,3,6,6,6,7,7,1,1,0,1978,1,1,2,1,,126.33,
203,2017-12-12T03:15:08Z,2017-12-12T03:23:14Z,11,3,2,4,5,6,6,7,5,7,1,1,1,1,1,1,6,5,5,6,6,6,2,3,3,3,3,2,2,3,2,3,3,4,5,5,7,7,1,1,1,1986,1,1,1,1,,202.28,
204,2017-12-12T03:15:56Z,2017-12-12T03:24:52Z,11,4,1,1,6,6,4,5,4,4,1,1,2,1,1,1,6,1,5,7,7,7,3,2,3,3,3,3,5,4,5,5,3,7,7,7,7,7,1,0,1,1964,1,1,1,1,,,153.4
205,2017-12-12T03:20:38Z,2017-12-12T03:25:36Z,11,1,4,2,6,6,6,6,5,6,2,1,2,2,1,2,4,2,2,6,6,6,,2,2,2,3,3,4,4,3,3,3,4,3,3,7,7,1,0,1,1986,1,1,1,0,,,
206,2017-12-12T03:24:51Z,2017-12-12T03:31:25Z,11,4,4,2,6,6,6,,6,5,2,2,2,2,2,6,5,2,2,6,6,6,3,3,3,3,3,3,3,4,3,4,3,5,5,5,5,5,1,1,1,1987,1,3,5,0,,,219.27
207,2017-12-12T03:29:35Z,2017-12-12T03:35:01Z,11,2,4,1,6,7,7,6,6,6,1,1,1,1,1,1,3,2,4,6,5,6,1,2,3,3,3,3,4,5,4,4,3,5,6,5,7,7,1,0,1,1985,1,3,1,0,138.63,,
